idx,img_name,snowflake_class_name,snowflake_class_id,x_rot,y_rot,z_rot,Df,plane_diam,plane_depth,A_char,proj_CH_area,CH_SA,Dmax,Dsemimin,alpha,est_Achar,est_%err,Aproj_rat,beta,A_cross,A_length,A_crat,A_lrat,porosity,sar,sph,cross_sph,length_sph,Aeq,VCH,planar_crystal,aggregate,graupel,columnar_crystal,combo
85,dend_BW_85.png,planar_crystal,3,60,65,0,1.87527023,0.001,4.00E-05,6.50E-07,1.74E-07,1.42E-06,,,,,,2.68E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.6594,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
86,dend_BW_86.png,planar_crystal,3,60,77,0,1.897177589,0.001,4.00E-05,6.50E-07,1.12E-07,1.42E-06,,,,,,1.72E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.6594,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
87,dend_BW_87.png,planar_crystal,3,60,86,0,1.910302841,0.001,4.00E-05,6.50E-07,6.26E-08,1.42E-06,,,,,,9.63E-02,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.6594,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
88,dend_BW_88.png,planar_crystal,3,72,2,0,1.884709643,0.001,4.00E-05,6.50E-07,2.34E-07,1.42E-06,,,,,,3.60E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.6594,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
89,dend_BW_89.png,planar_crystal,3,72,20,0,1.875555743,0.001,4.00E-05,6.50E-07,2.26E-07,1.42E-06,,,,,,3.48E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.6594,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
90,dend_BW_90.png,planar_crystal,3,72,40,0,1.892614435,0.001,4.00E-05,6.50E-07,1.92E-07,1.42E-06,,,,,,2.95E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.6594,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
91,dend_BW_91.png,planar_crystal,3,72,51,0,1.893489668,0.001,4.00E-05,6.50E-07,1.63E-07,1.42E-06,,,,,,2.51E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.6594,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
92,dend_BW_92.png,planar_crystal,3,72,67,0,1.8968931,0.001,4.00E-05,6.50E-07,1.15E-07,1.42E-06,,,,,,1.77E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.6594,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
93,dend_BW_93.png,planar_crystal,3,72,79,0,1.906257892,0.001,4.00E-05,6.50E-07,7.76E-08,1.42E-06,,,,,,1.19E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.6594,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
94,dend_BW_94.png,planar_crystal,3,72,88,0,1.910228041,0.001,4.00E-05,6.50E-07,4.70E-08,1.42E-06,,,,,,7.23E-02,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.6594,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
95,dend_BW_95.png,planar_crystal,3,83,4,0,1.890613145,0.001,4.00E-05,6.50E-07,1.15E-07,1.42E-06,,,,,,1.77E-01,,6.49E-07,8.25E-08,9.98E-01,1.27E-01,0.6594,4.58E-01,0.299,0.163,0.169,1.06E-07,2.60E-11,1,0,0,0,0
96,dend_BW_96.png,planar_crystal,3,83,19,0,1.896141575,0.001,4.00E-05,6.50E-07,1.14E-07,1.42E-06,,,,,,1.75E-01,,6.49E-07,8.25E-08,9.98E-01,1.27E-01,0.6594,4.58E-01,0.299,0.163,0.169,1.06E-07,2.60E-11,1,0,0,0,0
97,dend_BW_97.png,planar_crystal,3,83,47,0,1.900288641,0.001,4.00E-05,6.50E-07,9.21E-08,1.42E-06,,,,,,1.42E-01,,6.49E-07,8.25E-08,9.98E-01,1.27E-01,0.6594,4.58E-01,0.299,0.163,0.169,1.06E-07,2.60E-11,1,0,0,0,0
98,dend_BW_98.png,planar_crystal,3,83,62,0,1.901355592,0.001,4.00E-05,6.50E-07,7.25E-08,1.42E-06,,,,,,1.12E-01,,6.49E-07,8.25E-08,9.98E-01,1.27E-01,0.6594,4.58E-01,0.299,0.163,0.169,1.06E-07,2.60E-11,1,0,0,0,0
99,dend_BW_99.png,planar_crystal,3,83,75,0,1.907396193,0.001,4.00E-05,6.50E-07,5.91E-08,1.42E-06,,,,,,9.09E-02,,6.49E-07,8.25E-08,9.98E-01,1.27E-01,0.6594,4.58E-01,0.299,0.163,0.169,1.06E-07,2.60E-11,1,0,0,0,0
100,bb_BW_100.png,planar_crystal,3,45,0,0,1.779371403,0.001,4.00E-05,6.50E-07,4.84E-07,1.42E-06,,,,,,7.45E-01,,4.84E-07,3.15E-07,7.45E-01,4.85E-01,0.16,4.58E-01,0.299,0.219,0.269,1.06E-07,2.60E-11,1,0,0,0,0
101,bb_BW_101.png,planar_crystal,3,45,15,0,1.790812028,0.001,4.00E-05,6.50E-07,4.72E-07,1.42E-06,,,,,,7.26E-01,,4.84E-07,3.15E-07,7.45E-01,4.85E-01,0.16,4.58E-01,0.299,0.219,0.269,1.06E-07,2.60E-11,1,0,0,0,0
102,bb_BW_102.png,planar_crystal,3,45,30,0,1.800927511,0.001,4.00E-05,6.50E-07,4.29E-07,1.42E-06,,,,,,6.60E-01,,4.84E-07,3.15E-07,7.45E-01,4.85E-01,0.16,4.58E-01,0.299,0.219,0.269,1.06E-07,2.60E-11,1,0,0,0,0
103,bb_BW_103.png,planar_crystal,3,45,45,0,1.831430159,0.001,4.00E-05,6.50E-07,3.56E-07,1.42E-06,,,,,,5.48E-01,,4.84E-07,3.15E-07,7.45E-01,4.85E-01,0.16,4.58E-01,0.299,0.219,0.269,1.06E-07,2.60E-11,1,0,0,0,0
104,bb_BW_104.png,planar_crystal,3,45,60,0,1.858814862,0.001,4.00E-05,6.50E-07,2.64E-07,1.42E-06,,,,,,4.06E-01,,4.84E-07,3.15E-07,7.45E-01,4.85E-01,0.16,4.58E-01,0.299,0.219,0.269,1.06E-07,2.60E-11,1,0,0,0,0
105,bb_BW_105.png,planar_crystal,3,45,75,0,1.865534141,0.001,4.00E-05,6.50E-07,1.58E-07,1.42E-06,,,,,,2.43E-01,,4.84E-07,3.15E-07,7.45E-01,4.85E-01,0.16,4.58E-01,0.299,0.219,0.269,1.06E-07,2.60E-11,1,0,0,0,0
106,bb_BW_106.png,planar_crystal,3,45,90,0,1.908528432,0.001,4.00E-05,6.50E-07,4.00E-08,1.42E-06,,,,,,6.15E-02,,4.84E-07,3.15E-07,7.45E-01,4.85E-01,0.16,4.58E-01,0.299,0.219,0.269,1.06E-07,2.60E-11,1,0,0,0,0
107,bb_BW_107.png,planar_crystal,3,30,0,0,1.738332972,0.001,4.00E-05,6.50E-07,5.80E-07,1.42E-06,,,,,,8.92E-01,,3.55E-07,3.74E-07,5.46E-01,5.75E-01,0.16,4.58E-01,0.299,0.299,0.317,1.06E-07,2.60E-11,1,0,0,0,0
108,bb_BW_108.png,planar_crystal,3,30,15,0,1.737708844,0.001,4.00E-05,6.50E-07,5.65E-07,1.42E-06,,,,,,8.69E-01,,3.55E-07,3.74E-07,5.46E-01,5.75E-01,0.16,4.58E-01,0.299,0.299,0.317,1.06E-07,2.60E-11,1,0,0,0,0
109,bb_BW_109.png,planar_crystal,3,30,30,0,1.762287776,0.001,4.00E-05,6.50E-07,5.12E-07,1.42E-06,,,,,,7.88E-01,,3.55E-07,3.74E-07,5.46E-01,5.75E-01,0.16,4.58E-01,0.299,0.299,0.317,1.06E-07,2.60E-11,1,0,0,0,0
110,bb_BW_110.png,planar_crystal,3,30,45,0,1.774530543,0.001,4.00E-05,6.50E-07,4.24E-07,1.42E-06,,,,,,6.52E-01,,3.55E-07,3.74E-07,5.46E-01,5.75E-01,0.16,4.58E-01,0.299,0.299,0.317,1.06E-07,2.60E-11,1,0,0,0,0
111,bb_BW_111.png,planar_crystal,3,30,60,0,1.80811041,0.001,4.00E-05,6.50E-07,3.16E-07,1.42E-06,,,,,,4.86E-01,,3.55E-07,3.74E-07,5.46E-01,5.75E-01,0.16,4.58E-01,0.299,0.299,0.317,1.06E-07,2.60E-11,1,0,0,0,0
112,bb_BW_112.png,planar_crystal,3,30,75,0,1.856086873,0.001,4.00E-05,6.50E-07,1.84E-07,1.42E-06,,,,,,2.83E-01,,3.55E-07,3.74E-07,5.46E-01,5.75E-01,0.16,4.58E-01,0.299,0.299,0.317,1.06E-07,2.60E-11,1,0,0,0,0
113,bb_BW_113.png,planar_crystal,3,30,90,0,1.910295347,0.001,4.00E-05,6.50E-07,4.00E-08,1.42E-06,,,,,,6.15E-02,,3.55E-07,3.74E-07,5.46E-01,5.75E-01,0.16,4.58E-01,0.299,0.299,0.317,1.06E-07,2.60E-11,1,0,0,0,0
114,bb_BW_114.png,planar_crystal,3,15,0,0,1.722249974,0.001,4.00E-05,6.50E-07,6.36E-07,1.42E-06,,,,,,9.78E-01,,2.02E-07,4.11E-07,3.11E-01,6.32E-01,0.16,4.58E-01,0.299,0.526,0.356,1.06E-07,2.60E-11,1,0,0,0,0
115,bb_BW_115.png,planar_crystal,3,15,15,0,1.734428101,0.001,4.00E-05,6.50E-07,6.20E-07,1.42E-06,,,,,,9.54E-01,,2.02E-07,4.11E-07,3.11E-01,6.32E-01,0.16,4.58E-01,0.299,0.526,0.356,1.06E-07,2.60E-11,1,0,0,0,0
116,bb_BW_116.png,planar_crystal,3,15,30,0,1.766028868,0.001,4.00E-05,6.50E-07,5.62E-07,1.42E-06,,,,,,8.65E-01,,2.02E-07,4.11E-07,3.11E-01,6.32E-01,0.16,4.58E-01,0.299,0.526,0.356,1.06E-07,2.60E-11,1,0,0,0,0
117,bb_BW_117.png,planar_crystal,3,15,45,0,1.777207501,0.001,4.00E-05,6.50E-07,4.72E-07,1.42E-06,,,,,,7.26E-01,,2.02E-07,4.11E-07,3.11E-01,6.32E-01,0.16,4.58E-01,0.299,0.526,0.356,1.06E-07,2.60E-11,1,0,0,0,0
118,bb_BW_118.png,planar_crystal,3,15,60,0,1.81367938,0.001,4.00E-05,6.50E-07,3.48E-07,1.42E-06,,,,,,5.35E-01,,2.02E-07,4.11E-07,3.11E-01,6.32E-01,0.16,4.58E-01,0.299,0.526,0.356,1.06E-07,2.60E-11,1,0,0,0,0
119,bb_BW_119.png,planar_crystal,3,15,75,0,1.864946463,0.001,4.00E-05,6.50E-07,2.01E-07,1.42E-06,,,,,,3.09E-01,,2.02E-07,4.11E-07,3.11E-01,6.32E-01,0.16,4.58E-01,0.299,0.526,0.356,1.06E-07,2.60E-11,1,0,0,0,0
120,bb_BW_120.png,planar_crystal,3,15,90,0,1.911048135,0.001,4.00E-05,6.50E-07,4.00E-08,1.42E-06,,,,,,6.15E-02,,2.02E-07,4.11E-07,3.11E-01,6.32E-01,0.16,4.58E-01,0.299,0.526,0.356,1.06E-07,2.60E-11,1,0,0,0,0
121,bb_BW_121.png,planar_crystal,3,0,0,0,1.720361258,0.001,4.00E-05,6.50E-07,6.50E-07,1.42E-06,,,,,,1.00E+00,,3.46E-08,4.28E-07,5.32E-02,6.58E-01,0.16,4.58E-01,0.299,3.06,0.377,1.06E-07,2.60E-11,1,0,0,0,0
122,bb_BW_122.png,planar_crystal,3,0,15,0,1.725945009,0.001,4.00E-05,6.50E-07,6.38E-07,1.42E-06,,,,,,9.82E-01,,3.46E-08,4.28E-07,5.32E-02,6.58E-01,0.16,4.58E-01,0.299,3.06,0.377,1.06E-07,2.60E-11,1,0,0,0,0
123,bb_BW_123.png,planar_crystal,3,0,30,0,1.750871675,0.001,4.00E-05,6.50E-07,5.83E-07,1.42E-06,,,,,,8.97E-01,,3.46E-08,4.28E-07,5.32E-02,6.58E-01,0.16,4.58E-01,0.299,3.06,0.377,1.06E-07,2.60E-11,1,0,0,0,0
124,bb_BW_124.png,planar_crystal,3,0,45,0,1.774497134,0.001,4.00E-05,6.50E-07,4.88E-07,1.42E-06,,,,,,7.51E-01,,3.46E-08,4.28E-07,5.32E-02,6.58E-01,0.16,4.58E-01,0.299,3.06,0.377,1.06E-07,2.60E-11,1,0,0,0,0
125,bb_BW_125.png,planar_crystal,3,0,60,0,1.813153748,0.001,4.00E-05,6.50E-07,3.59E-07,1.42E-06,,,,,,5.52E-01,,3.46E-08,4.28E-07,5.32E-02,6.58E-01,0.16,4.58E-01,0.299,3.06,0.377,1.06E-07,2.60E-11,1,0,0,0,0
126,bb_BW_126.png,planar_crystal,3,0,75,0,1.863592998,0.001,4.00E-05,6.50E-07,2.07E-07,1.42E-06,,,,,,3.18E-01,,3.46E-08,4.28E-07,5.32E-02,6.58E-01,0.16,4.58E-01,0.299,3.06,0.377,1.06E-07,2.60E-11,1,0,0,0,0
127,bb_BW_127.png,planar_crystal,3,60,0,0,1.778003581,0.001,4.00E-05,6.50E-07,3.55E-07,1.42E-06,,,,,,5.46E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.16,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
128,bb_BW_128.png,planar_crystal,3,60,11,0,1.794340755,0.001,4.00E-05,6.50E-07,3.52E-07,1.42E-06,,,,,,5.42E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.16,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
129,bb_BW_129.png,planar_crystal,3,60,23,0,1.814850654,0.001,4.00E-05,6.50E-07,3.34E-07,1.42E-06,,,,,,5.14E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.16,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
130,bb_BW_130.png,planar_crystal,3,60,36,0,1.824722206,0.001,4.00E-05,6.50E-07,2.99E-07,1.42E-06,,,,,,4.60E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.16,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
131,bb_BW_131.png,planar_crystal,3,60,42,0,1.829848469,0.001,4.00E-05,6.50E-07,2.77E-07,1.42E-06,,,,,,4.26E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.16,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
132,bb_BW_132.png,planar_crystal,3,60,51,0,1.833850331,0.001,4.00E-05,6.50E-07,2.39E-07,1.42E-06,,,,,,3.68E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.16,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
133,bb_BW_133.png,planar_crystal,3,60,65,0,1.841378389,0.001,4.00E-05,6.50E-07,1.74E-07,1.42E-06,,,,,,2.68E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.16,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
134,bb_BW_134.png,planar_crystal,3,60,77,0,1.883179363,0.001,4.00E-05,6.50E-07,1.12E-07,1.42E-06,,,,,,1.72E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.16,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
135,bb_BW_135.png,planar_crystal,3,72,2,0,1.829291661,0.001,4.00E-05,6.50E-07,2.34E-07,1.42E-06,,,,,,3.60E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.16,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
136,bb_BW_136.png,planar_crystal,3,72,20,0,1.850729653,0.001,4.00E-05,6.50E-07,2.26E-07,1.42E-06,,,,,,3.48E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.16,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
137,bb_BW_137.png,planar_crystal,3,72,40,0,1.86248664,0.001,4.00E-05,6.50E-07,1.92E-07,1.42E-06,,,,,,2.95E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.16,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
138,bb_BW_138.png,planar_crystal,3,72,51,0,1.865697799,0.001,4.00E-05,6.50E-07,1.63E-07,1.42E-06,,,,,,2.51E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.16,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
139,bb_BW_139.png,planar_crystal,3,72,67,0,1.882246866,0.001,4.00E-05,6.50E-07,1.15E-07,1.42E-06,,,,,,1.77E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.16,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
140,bb_BW_140.png,planar_crystal,3,72,79,0,1.900260925,0.001,4.00E-05,6.50E-07,7.76E-08,1.42E-06,,,,,,1.19E-01,,6.28E-07,1.51E-07,9.66E-01,2.32E-01,0.16,4.58E-01,0.299,0.169,0.19,1.06E-07,2.60E-11,1,0,0,0,0
141,bb_BW_141.png,planar_crystal,3,83,4,0,1.883103048,0.001,4.00E-05,6.50E-07,1.15E-07,1.42E-06,,,,,,1.77E-01,,6.49E-07,8.25E-08,9.98E-01,1.27E-01,0.16,4.58E-01,0.299,0.163,0.169,1.06E-07,2.60E-11,1,0,0,0,0
142,bb_BW_142.png,planar_crystal,3,83,19,0,1.889976828,0.001,4.00E-05,6.50E-07,1.14E-07,1.42E-06,,,,,,1.75E-01,,6.49E-07,8.25E-08,9.98E-01,1.27E-01,0.16,4.58E-01,0.299,0.163,0.169,1.06E-07,2.60E-11,1,0,0,0,0
143,bb_BW_143.png,planar_crystal,3,83,47,0,1.897348002,0.001,4.00E-05,6.50E-07,9.21E-08,1.42E-06,,,,,,1.42E-01,,6.49E-07,8.25E-08,9.98E-01,1.27E-01,0.16,4.58E-01,0.299,0.163,0.169,1.06E-07,2.60E-11,1,0,0,0,0
144,bb_BW_144.png,planar_crystal,3,83,62,0,1.898640212,0.001,4.00E-05,6.50E-07,7.25E-08,1.42E-06,,,,,,1.12E-01,,6.49E-07,8.25E-08,9.98E-01,1.27E-01,0.16,4.58E-01,0.299,0.163,0.169,1.06E-07,2.60E-11,1,0,0,0,0
145,bb_BW_145.png,planar_crystal,3,83,75,0,1.90596771,0.001,4.00E-05,6.50E-07,5.91E-08,1.42E-06,,,,,,9.09E-02,,6.49E-07,8.25E-08,9.98E-01,1.27E-01,0.16,4.58E-01,0.299,0.163,0.169,1.06E-07,2.60E-11,1,0,0,0,0
146,stel_BW_146.png,planar_crystal,3,45,0,0,1.885112729,0.001,4.00E-05,6.50E-07,4.84E-07,1.42E-06,,,,,,7.45E-01,,4.84E-07,3.15E-07,7.45E-01,4.85E-01,0.81,4.58E-01,0.299,0.219,0.269,1.06E-07,2.60E-11,1,0,0,0,0
147,stel_BW_147.png,planar_crystal,3,45,15,0,1.887922032,0.001,4.00E-05,6.50E-07,4.72E-07,1.42E-06,,,,,,7.26E-01,,4.84E-07,3.15E-07,7.45E-01,4.85E-01,0.81,4.58E-01,0.299,0.219,0.269,1.06E-07,2.60E-11,1,0,0,0,0
148,stel_BW_148.png,planar_crystal,3,45,30,0,1.891387202,0.001,4.00E-05,6.50E-07,4.29E-07,1.42E-06,,,,,,6.60E-01,,4.84E-07,3.15E-07,7.45E-01,4.85E-01,0.81,4.58E-01,0.299,0.219,0.269,1.06E-07,2.60E-11,1,0,0,0,0
149,stel_BW_149.png,planar_crystal,3,45,45,0,1.887888152,0.001,4.00E-05,6.50E-07,3.56E-07,1.42E-06,,,,,,5.48E-01,,4.84E-07,3.15E-07,7.45E-01,4.85E-01,0.81,4.58E-01,0.299,0.219,0.269,1.06E-07,2.60E-11,1,0,0,0,0
150,stel_BW_150.png,planar_crystal,3,45,60,0,1.880973482,0.001,4.00E-05,6.50E-07,2.64E-07,1.42E-06,,,,,,4.06E-01,,4.84E-07,3.15E-07,7.45E-01,4.85E-01,0.81,4.58E-01,0.299,0.219,0.269,1.06E-07,2.60E-11,1,0,0,0,0
151,stel_BW_151.png,planar_crystal,3,45,75,0,1.883414556,0.001,4.00E-05,6.50E-07,1.58E-07,1.42E-06,,,,,,2.43E-01,,4.84E-07,3.15E-07,7.45E-01,4.85E-01,0.81,4.58E-01,0.299,0.219,0.269,1.06E-07,2.60E-11,1,0,0,0,0
152,stel_BW_152.png,planar_crystal,3,45,90,0,1.905703982,0.001,4.00E-05,6.50E-07,4.00E-08,1.42E-06,,,,,,6.15E-02,,4.84E-07,3.15E-07,7.45E-01,4.85E-01,0.81,4.58E-01,0.299,0.219,0.269,1.06E-07,2.60E-11,1,0,0,0,0
153,stel_BW_153.png,planar_crystal,3,30,0,0,1.884604097,0.001,4.00E-05,6.50E-07,5.80E-07,1.42E-06,,,,,,8.92E-01,,3.55E-07,3.74E-07,5.46E-01,5.75E-01,0.81,4.58E-01,0.299,0.299,0.317,1.06E-07,2.60E-11,1,0,0,0,0
154,stel_BW_154.png,planar_crystal,3,30,15,0,1.885861164,0.001,4.00E-05,6.50E-07,5.65E-07,1.42E-06,,,,,,8.69E-01,,3.55E-07,3.74E-07,5.46E-01,5.75E-01,0.81,4.58E-01,0.299,0.299,0.317,1.06E-07,2.60E-11,1,0,0,0,0
155,stel_BW_155.png,planar_crystal,3,30,30,0,1.886201066,0.001,4.00E-05,6.50E-07,5.12E-07,1.42E-06,,,,,,7.88E-01,,3.55E-07,3.74E-07,5.46E-01,5.75E-01,0.81,4.58E-01,0.299,0.299,0.317,1.06E-07,2.60E-11,1,0,0,0,0
156,stel_BW_156.png,planar_crystal,3,30,45,0,1.887733182,0.001,4.00E-05,6.50E-07,4.24E-07,1.42E-06,,,,,,6.52E-01,,3.55E-07,3.74E-07,5.46E-01,5.75E-01,0.81,4.58E-01,0.299,0.299,0.317,1.06E-07,2.60E-11,1,0,0,0,0
157,stel_BW_157.png,planar_crystal,3,30,60,0,1.890230601,0.001,4.00E-05,6.50E-07,3.16E-07,1.42E-06,,,,,,4.86E-01,,3.55E-07,3.74E-07,5.46E-01,5.75E-01,0.81,4.58E-01,0.299,0.299,0.317,1.06E-07,2.60E-11,1,0,0,0,0
158,stel_BW_158.png,planar_crystal,3,30,75,0,1.894408701,0.001,4.00E-05,6.50E-07,1.84E-07,1.42E-06,,,,,,2.83E-01,,3.55E-07,3.74E-07,5.46E-01,5.75E-01,0.81,4.58E-01,0.299,0.299,0.317,1.06E-07,2.60E-11,1,0,0,0,0
159,stel_BW_159.png,planar_crystal,3,30,90,0,1.910287831,0.001,4.00E-05,6.50E-07,4.00E-08,1.42E-06,,,,,,6.15E-02,,3.55E-07,3.74E-07,5.46E-01,5.75E-01,0.81,4.58E-01,0.299,0.299,0.317,1.06E-07,2.60E-11,1,0,0,0,0
160,stel_BW_160.png,planar_crystal,3,15,0,0,1.894651173,0.001,4.00E-05,6.50E-07,6.36E-07,1.42E-06,,,,,,9.78E-01,,2.02E-07,4.11E-07,3.11E-01,6.32E-01,0.81,4.58E-01,0.299,0.526,0.356,1.06E-07,2.60E-11,1,0,0,0,0
161,stel_BW_161.png,planar_crystal,3,15,15,0,1.892936441,0.001,4.00E-05,6.50E-07,6.20E-07,1.42E-06,,,,,,9.54E-01,,2.02E-07,4.11E-07,3.11E-01,6.32E-01,0.81,4.58E-01,0.299,0.526,0.356,1.06E-07,2.60E-11,1,0,0,0,0
162,stel_BW_162.png,planar_crystal,3,15,30,0,1.892398105,0.001,4.00E-05,6.50E-07,5.62E-07,1.42E-06,,,,,,8.65E-01,,2.02E-07,4.11E-07,3.11E-01,6.32E-01,0.81,4.58E-01,0.299,0.526,0.356,1.06E-07,2.60E-11,1,0,0,0,0
163,stel_BW_163.png,planar_crystal,3,15,45,0,1.89279731,0.001,4.00E-05,6.50E-07,4.72E-07,1.42E-06,,,,,,7.26E-01,,2.02E-07,4.11E-07,3.11E-01,6.32E-01,0.81,4.58E-01,0.299,0.526,0.356,1.06E-07,2.60E-11,1,0,0,0,0
164,stel_BW_164.png,planar_crystal,3,15,60,0,1.894453983,0.001,4.00E-05,6.50E-07,3.48E-07,1.42E-06,,,,,,5.35E-01,,2.02E-07,4.11E-07,3.11E-01,6.32E-01,0.81,4.58E-01,0.299,0.526,0.356,1.06E-07,2.60E-11,1,0,0,0,0
165,stel_BW_165.png,planar_crystal,3,15,75,0,1.898413649,0.001,4.00E-05,6.50E-07,2.01E-07,1.42E-06,,,,,,3.09E-01,,2.02E-07,4.11E-07,3.11E-01,6.32E-01,0.81,4.58E-01,0.299,0.526,0.356,1.06E-07,2.60E-11,1,0,0,0,0
166,stel_BW_166.png,planar_crystal,3,15,90,0,1.911436858,0.001,4.00E-05,6.50E-07,4.00E-08,1.42E-06,,,,,,6.15E-02,,2.02E-07,4.11E-07,3.11E-01,6.32E-01,0.81,4.58E-01,0.299,0.526,0.356,1.06E-07,2.60E-11,1,0,0,0,0
167,stel_BW_167.png,planar_crystal,3,0,0,0,1.898797623,0.001,4.00E-05,6.50E-07,6.50E-07,1.42E-06,,,,,,1.00E+00,,3.46E-08,4.28E-07,5.32E-02,6.58E-01,0.81,4.58E-01,0.299,3.06,0.377,1.06E-07,2.60E-11,1,0,0,0,0
168,stel_BW_168.png,planar_crystal,3,0,15,0,1.893789922,0.001,4.00E-05,6.50E-07,6.38E-07,1.42E-06,,,,,,9.82E-01,,3.46E-08,4.28E-07,5.32E-02,6.58E-01,0.81,4.58E-01,0.299,3.06,0.377,1.06E-07,2.60E-11,1,0,0,0,0
169,stel_BW_169.png,planar_crystal,3,0,30,0,1.892061568,0.001,4.00E-05,6.50E-07,5.83E-07,1.42E-06,,,,,,8.97E-01,,3.46E-08,4.28E-07,5.32E-02,6.58E-01,0.81,4.58E-01,0.299,3.06,0.377,1.06E-07,2.60E-11,1,0,0,0,0
170,stel_BW_170.png,planar_crystal,3,0,45,0,1.889957535,0.001,4.00E-05,6.50E-07,4.88E-07,1.42E-06,,,,,,7.51E-01,,3.46E-08,4.28E-07,5.32E-02,6.58E-01,0.81,4.58E-01,0.299,3.06,0.377,1.06E-07,2.60E-11,1,0,0,0,0
171,stel_BW_171.png,planar_crystal,3,0,60,0,1.895816282,0.001,4.00E-05,6.50E-07,3.59E-07,1.42E-06,,,,,,5.52E-01,,3.46E-08,4.28E-07,5.32E-02,6.58E-01,0.81,4.58E-01,0.299,3.06,0.377,1.06E-07,2.60E-11,1,0,0,0,0
172,stel_BW_172.png,planar_crystal,3,0,75,0,1.899719969,0.001,4.00E-05,6.50E-07,2.07E-07,1.42E-06,,,,,,3.18E-01,,3.46E-08,4.28E-07,5.32E-02,6.58E-01,0.81,4.58E-01,0.299,3.06,0.377,1.06E-07,2.60E-11,1,0,0,0,0
173,stel_BW_173.png,planar_crystal,3,60,0,0,1.887066041,0.001,4.00E-05,6.50E-07,3.55E-07,1.42E-06,,,,,,5.46E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.81,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
174,stel_BW_174.png,planar_crystal,3,60,11,0,1.892110276,0.001,4.00E-05,6.50E-07,3.52E-07,1.42E-06,,,,,,5.42E-01,,5.80E-07,2.45E-07,8.92E-01,3.77E-01,0.81,4.58E-01,0.299,0.183,0.228,1.06E-07,2.60E-11,1,0,0,0,0
